開學	kai1//xue2	verb school opens; term begins 九月一日開學。 Jiǔyuè yī rì kāixué. The term will begin on September 1.
膽子	dan3zi5	noun colloquial courage; guts; nerve 放開膽子 fàngkāi dǎnzi pluck up courage; stop being afraid 好大的膽子！ Hǎo dà de dǎnzi! What a nerve! 你大著膽子去, 不要怕。 Nǐ dà zhe dǎnzi qù, bùyào pà. Go right ahead and don’t be afraid.
部	bu4	noun 1 part; section 南部 nánbù the southern part 上部 shàngbù upper part 分為三部 Fēnwéi sān bù divide into three parts (or sections) 2 unit; ministry; department; board 解放軍某部 jiěfàngjūn mǒu bù a PLA unit 3 headquarters 連部 liánbù company headquarters 4 troops; forces 率部突圍 shuàibù tūwéi lead the troops to break through an encirclement  measure word 1 [for books, films, etc.] 兩部字典 liǎng bù zìdiǎn two dictionaries 一部電影 yī bù diànyǐng a film 2 [for machines and vehicles] 兩部汽車 liǎng bù qìchē two cars 一部機器 yī bù jīqì a machine  verb literary command; lead 部領 bù lǐng command
限制級	xian4zhi4ji2	R-rated
電影院	dian4ying3 yuan4	cinema; movie theater; movie (house)
建設	jian4she4	verb build; construct 建設攤子過大 jiànshè tānzi guòdà overextended scale of construction 城鄉建設 chéng-xiāng jiànshè urban and rural development 黨的建設 dǎng de jiànshè party building 國家建設 guójiā jiànshè national reconstruction 思想建設 sīxiǎng jiànshè ideological education 組織建設 zǔzhī jiànshè organizational building 作風建設 zuòfēng jiànshè cultivation of a fine work style 加強連隊建設 jiāqiáng liánduì jiànshè strengthen the Army at company level 一萬多人的建設大軍 yīwàn duō rén de jiànshè dàjūn a work force of more than 10,000
業務	ye4wu4	noun vocational work; professional work; business 鑽研業務 zuānyán yèwù diligently study one’s profession 恢復正常業務 huīfù zhèngcháng yèwù resume normal business 辦理信托投資業務 bànlǐ xìntuō tóuzī yèwù handle trust and investment business
經理	jing1li3	noun manager; director  verb handle; manage
室內設計	shi4nei4she4ji4	interior design
// 4.2 - 2
溫暖	wen1nuan3	adjective warm 天氣溫暖 tiānqìwēnnuǎn warm weather 對同志像春天般溫暖 duì tóngzhì xiàng chūntiān bān wēnnuǎn be as kind as spring to one’s comrades  verb make warm 他的一席話溫暖了我的心。 tā de yīxí huà wēnnuǎn le wǒ de xīn. What he said warmed my heart.
目前	mu4qian2	noun at present; at the moment 目前形勢 mùqián xíngshì present (or current) situation 目前的生產能力 mùqián de shēngchǎn nénglì existing production capacity 到目前為止 dào mùqián wéizhǐ up till the present moment; up till now; so far; to date 目前我還不能給你肯定的答復。 Mùqián wǒ hái bù néng gěi nǐ kěndìng de dáfù. I can’t give you a definite answer at this point.
就讀	jiu4du2	verb literary attend school 他早年就讀於師範學校。 Tā zǎonián jiùdú yú shīfàn xuéxiào. He attended a normal school in his early years.
不至於	bu4zhi4yu2	verb cannot go so far; most unlikely 他不至於連這一點兒道理也不明白。 Tā bùzhìyú lián zhè yīdiǎnr dàoli yě bù míngbai. He surely must have more sense than that. 如果你事先做好準備, 也不至於那麼被動。 Rúguǒ nǐ shìxiān zuòhǎo zhǔnbèi, yě bùzhìyú nàme bèidòng. If you had prepared better, you wouldn’t be in such an awkward position now.
放學	fang4//xue2	verb 1 classes are over; school lets out 他們學校下午五點放學。 Tāmen xuéxiào xiàwǔ wǔ diǎn fàngxué. Their school lets out (or closes) at five p.m.. 孩子們都放學回家了。 Háizi men dōu fàngxué huíjiā le. The children have all left school and gone home for the day. 2 dialect have a holiday or vacation
解決	jie3jue2	verb 1 solve; resolve; settle 解決困難 jiějué kùnnan overcome a difficulty; find a way out of a difficulty 解決問題 jiějué wèntí solve a problem; settle a question (or an issue); work out a solution 解決爭端 jiějué zhēngduān settle a dispute 迅速解決戰鬥 Xùnsù jiějué zhàndòu quick decisive battle 不同的矛盾, 只有用不同的方法才能解決。 bùtóng de máodùn, zhǐyǒu yòng bùtóng de fāngfǎ cáinéng jiějué. Different problems can only be resolved by using different methods. 2 dispose of; finish off 把剩菜解決了 bǎ shèngcài jiějué le finish off leftovers 這一仗把敵人全部解決了。 zhè yī zhàng bǎ dírén quánbù jiějué le. That battle finished off all the enemy troops.
寂寞	ji4mo4	adjective 1 lonely; lonesome 我在這裡又交了新朋友, 一點也不寂寞。 Wǒ zài zhèlǐ yòu jiāo le xīn péngyou, yīdiǎn yě bù jìmò. I don’t feel lonely as I’ve made new friends here. 2 quiet; still; silent 寂寞的原野 Jìmò de yuányě quiet open country
網友	wang3you3	noun fellow netizen; net (or web) friend
陪伴	pei2ban4	verb accompany; keep sb. company 老太太要找個人陪伴。 Lǎotàitai yào zhǎo ge rén péibàn. The old lady wants someone to keep her company. or The old lady wants a companion.
電腦	dian4nao3	noun computer 筆記本電腦 bǐjìběndiànnǎo laptop (computer); notebook
進入	jin4ru4	verb enter; get into (opp. 退出) 進入角色 jìnrù juésè get inside the character that one is playing; enter into the spirit of a character; live one’s part 進入市場 jìnrù shìchǎng enter a market 進入陣地 jìnrù zhèndì get into position 進入決賽階段 jìnrù juésài jiēduàn enter the finals 進入隆冬時節 jìnrù lóngdōng shíjié (of temperature) drop into the depths of winter 運動已進入高潮。 Yùndòng yǐ jìnrù gāocháo. The campaign has reached a climax. 中國經濟建設進入了新的時期。 Zhōngguó jīngjì jiànshè jìnrù le xīn de shíqī. China has entered a new stage of economic development.
線上	xian4shang4	online
感情	gan3qing2	noun 1 emotion; feeling; sentiment 感情衝動 gǎnqíngchōngdòng be carried away by one’s emotions; act on impulse; impulsive 感情流露 gǎnqíng liúlù betray one’s emotions 動感情 dòng gǎnqíng be carried away by one’s emotions; get worked up 傷感情 shāng gǎnqíng hurt sb.’s feelings 2 affection; attachment; love; fondness 產生感情 chǎnshēng gǎnqíng form an attachment; become fond of 對母親的感情很深 Duì mǔqin degǎnqíng hěn shēn love one’smother very much
小氣	xiao3qi4	adjective 1 stingy; miserly; mean (opp. 大方) 小氣鬼 xiǎoqiguǐ flayflint 在金錢問題上很小氣 zài jīnqián wèntí shàng hěn xiǎoqi be mean about (or over) money matters 公司在差旅費用上非常小氣。 gōngsī zài chāilǚfèi yòngshàng fēicháng xiǎoqi. The company is very tight-fisted with travel expenses. 2 dialect narrow-minded; petty 他這樣做未免太小氣了。 Tā zhèyàng zuò wèimiǎn tài xiǎoqi le. It’s small of him to do so.
往往	wang3wang3	adverb often; frequently 有霧的時候班機往往取消。 Yǒu wù de shíhou bānjī wǎngwǎng qǔxiāo. In foggy weather, flights are often cancelled. 有些人往往只看到當前的利益。 Yǒuxiē rén wǎngwǎng zhǐ kàndào dāngqián de lìyì. Some people are prone to see only immediate interests.
打氣	da3//qi4	verb 1 inflate; pump up 給車胎打氣 Gěi chētāi dǎqì inflate (or pump up) a tyre 2 bolster up (or boost) the morale; encourage; cheer up 給某人打氣 Gěi mǒurén dǎqì encourage sb.
安慰	an1wei4	noun comfort; solace; consolation; balm 無濟於事的安慰 Wújìyúshì de'ānwèi cold comfort 給某人小小的安慰 gěi mǒurén xiǎoxiǎo de'ānwèi offer sb. a crumb of comfort 從工作中得到安慰 cóng gōngzuò zhōng dédào ānwèi find (or take, derive) comfort in one’s work  verb comfort; console 安慰病人 ānwèi bìngrén extend sympathy to a patient; comfort a patient 安慰哭泣的孩子 ānwèi kūqì de háizi comfort a weeping child 安慰某人幾句 ānwèi mǒurén jǐ jù say a few words of comfort; say some consoling words 用音樂自我安慰 yòng yīnyuè zìwǒ ānwèi console oneself with music  adjective 1 comforted; encouraged 聽了這些話我心裡很安慰。 tīng le zhèxiē huà wǒ xīnli hěn ānwèi. I felt much comforted at hearing these words. or These words gave me much comfort. 2 consoling; placatory 安慰信 ānwèi xìn consoling letter
心理	xin1li3	noun mentality; psychology 心理因素 Xīnlǐ yīnsù psychological factor 不要養成依賴別人的心理。 Bù yào yǎngchéng yīlài biéren de xīnlǐ. Don’t get into the habit of depending on others. 這是一般人的心理。 Zhè shì yībān rén de xīnlǐ. This is how ordinary people feel about it. 這位保育員很懂得孩子們的心理。 Zhè wèi bǎoyùyuán hěn dǒngde háizi men de xīnlǐ. That kindergarten teacher understands the children’s psychology very well. 他老說有心臟病, 其實是心理作用。 Tā lǎo shuō yǒu xīnzàngbìng, qíshí shì xīnlǐ zuòyòng. He’s always complaining of heart trouble; but it’s only his imagination.
大膽	da4dan3	adjective bold; daring; audacious 大膽的革新 Dàdǎn de géxīn a bold innovation 大膽！ Dàdǎn! How dare you!
紓解	shu1jie3	1 to relieve 2 to ease (pressure) 3 to alleviate 4 to remove 5 to get rid of
轉換	zhuan3huan4	verb change; transform 轉換方向 zhuǎnhuàn fāngxiàng change direction 轉換話題 zhuǎnhuàn huàtí change the subject of conversation; switch the conversation to another subject
虛擬	xu1ni3	verb 1 make up; fabricate 這個故事是虛擬的。 Zhège gùshi shì xūnǐ de. This is a fictitious story. 2 imitate; simulate  adjective 1 suppositional 2 dummy 3 virtual 虛擬城市 xūnǐ chéngshì cyber city 虛擬世界 xūnǐ shìjiè virtual world
現實	xian4shi2	noun reality; actuality 面對現實 miànduì xiànshí face the facts 脫離現實 tuōlí xiànshí divorced from reality; unrealistic 理想變成了現實。 Lǐxiǎng biànchéng le xiànshí. A dream has come true.  adjective real; actual 現實意義 xiànshí yìyì practical or immediate significance 採取現實的態度 cǎiqǔ xiànshí de tàidu adopt a realistic attitude 這是一個比較現實的辦法。 Zhè shì yī ge bǐjiào xiànshí de bànfǎ. This is a more realistic way of doing things.
即使	ji2shi3	conjunction even; even if; even though; even granted that; notwithstanding 即使下雨我也去。 Jíshǐ xiàyǔ wǒ yě qù. I’ll go anyway even if it rains. 即使跟我沒有關係, 我也要管。 Jíshǐ gēn wǒ méiyǒu guānxi, wǒ yě yào guǎn. I shall make it my business even if it had nothing to do with me. 即使條件再好, 也還要靠自己努力。 Jíshǐ tiáojiàn zài hǎo, yě hái yào kào zìjǐ nǔlì. No matter how favourable the conditions are, we’ll still rely on our own efforts.
責備	ze2bei4	verb reproach; blame; reprove; take sb. to task 責備的眼光 zébèi de yǎnguāng a look of reproach 受到良心的責備 shòudào liángxīn de zébèi feel a prick of conscience 她責備丈夫對母親粗暴無禮。 Tā zébèi zhàngfu duì mǔqin cūbào wú lǐ. She took her husband to task for his rudeness to her mother.
期待	qi1dai4	verb expect; await; look forward to 殷切地期待你早日答復 Yīnqiè de qīdài nǐ zǎorì dáfù eagerly await your early reply 老師用期待的目光望著我們。 Lǎoshī yòng qīdài de mùguāng wàngzhe wǒmen. The teacher looked at us with expectant eyes.  我們一直期待著這一天。 Wǒmen yīzhí qīdài zhe zhè yī tiān. We’ve been looking forward to this day for a long time.
喘氣	chuan3//qi4	verb 1 breathe (deeply); pant; gasp 喘不過氣來 chuǎn bù guò qì lái gasp for breath; be out of breath 大口大口地喘氣 dà kǒu dà kǒu de chuǎnqì puff and blow 2 take a breather 咱喘口氣兒再幹吧。 zán chuǎn kǒu qì r zài gàn ba. Let’s take a breather before we go on.
自在	zi4zai5	adjective comfortable; at ease 身體有點兒不自在 Shēntǐ yǒudiǎnr bù zìzai feel a little out of sorts; not be quite oneself 主人太客氣了, 反而使他們有些不自在。 Zhǔrén tài kèqi le, fǎn'ér shǐ tāmen yǒu xiē bù zìzai. The host’s assiduous attentions made them feel a bit ill at ease.
交友	jiao1you3	verb make friends 他交友很謹慎。 Tā jiāoyǒu hěn jǐnshèn. He is discreet in making friends.
暴力	bao4li4	noun violence; force 暴力行為 bàolì xíngwéi an act of violence; violent behaviour 訴諸暴力 Sùzhū bàolì appeal (or resort) to violence
陷阱	xian4jing3	noun pitfall; pit; trap; snare 布設陷阱 bù shè xiànjǐng lay a trap; trick 掉入陷阱 diàorù xiànjǐng fall into the trap
懂得	dong3de5	verb understand; know; grasp 公眾懂得的詞語 gōngzhòng dǒngde de cíyǔ words that make sense to the public 你懂得這句話的意思嗎？ Nǐ dǒngde zhè jù huà de yìsi ma？ Do you understand this sentence? 這一事件使我們懂得了問題的複雜性。 zhè yī shìjiàn shǐ wǒmendǒngde le wèntí de fùzáxìng. This incident brought home to us the complexity of the problem.
早出晚歸	zao3chu1wan3gui1	to leave early and return late (idiom)
喘不過氣來	chuan3 bu4 guo4 qi4 lai2	gasp for breath; be out of breath
躲	duo3	verb 1 hide (oneself) 躲進深山老林 duǒ jìn shēnshān lǎo lín hide in a mountain forest 你快躲起來！ Nǐ kuài duǒ qǐlai! Quick, hide yourself! 我去躲在門背後。 Wǒ qù duǒ zài mén bèihòu. I’ll hide behind the door. 2 avoid; dodge 車來了, 快躲開！ Chē lái le, kuài duǒkai! Look out! A car’s coming! or Watch out for the car! 你怎麼老躲著他？ Nǐ zěnme lǎo duǒ zhe tā？ Why do you keep avoiding him?
刺	ci4	noun 1 thorn; splinter 手上扎了個刺 shǒu shàng zhā le ge cì get a thorn (or splinter) in one’s hand 世上沒有不帶刺的玫瑰。 Shìshàng méiyǒu bù dài cì de méigui. In this world there’s no rose without thorns. 他說話總帶刺兒。 Tā shuō huà zǒng dàicìr. There’s always a sting in his words. 2 archaic visiting card 投刺 tóucì send in one’s card  verb 1 stab; prick 刺傷 cìshāng stab and wound 2 assassinate 被刺 bèicì be assassinated 3 irritate; stimulate 刺鼻 cìbí irritate the nose; assail one’s nostrils 4 pry; spy 刺取軍情 cì qǔ jūnqíng spy out military secrets 5 criticize 諷刺 fěngcì satirize
